"Lead.Number","Lead.Origin","Lead.Source","Do.Not.Email","Do.Not.Call","Converted","TotalVisits","Time.on.Web","Page.Views.Per.Visit","Last.Activity","Country","Specialization","Hear.About","Occupation","Tags","Lead.Quality","Lead.Profile","City","Asymmetrique.Activity.Index","Asymmetrique.Profile.Index","Asymmetrique.Activity.Score","Asymmetrique.Profile.Score","Last.Notable.Activity","Lead.Score","Lead.Type"
591204,"Landing Page Submission","Organic Search","No","No",0,6,309,3,"SMS Sent","India","International Business","Select","Unemployed","switched off","Not Sure","Select","Mumbai","02.Medium","01.High",13,18,"SMS Sent",28,0
591202,"Landing Page Submission","Direct Traffic","No","No",0,5,355,5,"SMS Sent","India","Media and Advertising","Select","Unemployed","Will revert after reading the email","Not Sure","Select","Mumbai","02.Medium","01.High",13,17,"Modified",43,0
591199,"Landing Page Submission","Direct Traffic","No","No",0,2,231,2,"Page Visited on Website","India","Human Resource Management","Select","Unemployed","Already a student","Worst","Select","Mumbai","01.High","01.High",16,18,"Page Visited on Website",8,0
591197,"Landing Page Submission","Direct Traffic","No","No",0,2,1245,2,"Form Submitted on Website","India","Marketing Management","Select","Unemployed","Already a student","Might be","Select","Mumbai","02.Medium","01.High",14,18,"Modified",12,0
591161,"Landing Page Submission","Direct Traffic","No","No",1,2,1818,2,"SMS Sent","India","Banking, Investment And Insurance","Select","Unemployed","Will revert after reading the email","High in Relevance","Potential Lead","Mumbai","02.Medium","01.High",14,20,"SMS Sent",100,1
591160,"API","Direct Traffic","No","No",0,2,1745,2,"Email Opened","India","Select","Select","Unemployed","wrong number given","Low in Relevance","Select","Select","02.Medium","02.Medium",13,15,"Email Opened",15,0
591151,"Landing Page Submission","Direct Traffic","Yes","No",0,1,229,1,"Email Bounced","India","IT Projects Management","Select","Unemployed","Not doing further education","Not Sure","Select","Other Metro Cities","01.High","02.Medium",16,13,"Email Bounced",1,0
591148,"Landing Page Submission","Direct Traffic","No","No",1,2,1221,2,"SMS Sent","India","E-Business","Word Of Mouth","Unemployed","Busy","Worst","Select","Other Cities","02.Medium","02.Medium",15,16,"SMS Sent",61,1
591132,"Landing Page Submission","Direct Traffic","No","No",0,4,359,1.33,"SMS Sent","India","Finance Management","Select","Unemployed","Ringing","Not Sure","Select","Tier II Cities","02.Medium","01.High",14,17,"SMS Sent",26,0
591122,"Landing Page Submission","Direct Traffic","Yes","No",0,4,158,4,"Email Link Clicked","India","Operations Management","Select","Unemployed","Interested in other courses","Low in Relevance","Select","Mumbai","03.Low","01.High",12,18,"Modified",0,0
591120,"Landing Page Submission","Direct Traffic","No","No",0,11,269,1.83,"Email Opened","India","Human Resource Management","Select","Unemployed","Already a student","Worst","Student of SomeSchool","Mumbai","01.High","01.High",16,18,"Email Opened",5,0
591116,"Landing Page Submission","Google","No","No",0,3,270,1.5,"Email Opened","India","International Business","Select","Unemployed","Will revert after reading the email","Might be","Select","Mumbai","01.High","02.Medium",14.0347631062518,16.5576114381833,"Email Opened",60,1
591109,"Landing Page Submission","Direct Traffic","No","No",1,4,69,4,"SMS Sent","India","Human Resource Management","Student of SomeSchool","Unemployed","Interested  in full time MBA","Might be","Other Leads","Mumbai","02.Medium","01.High",15,18,"SMS Sent",47,0
591108,"API","Olark Chat","No","No",0,2,1067,1,"Email Opened","India","Operations Management","Other","Working Professional","Will revert after reading the email","High in Relevance","Select","Other Cities of Maharashtra","03.Low","02.Medium",11,15,"Email Opened",76,1
591106,"Landing Page Submission","Organic Search","No","No",1,4,1462,4,"SMS Sent","India","Finance Management","Select","Working Professional","Will revert after reading the email","Might be","Select","Other Cities of Maharashtra","01.High","01.High",16,17,"SMS Sent",96,1
591098,"Landing Page Submission","Organic Search","No","No",1,12,908,4,"Email Opened","India","IT Projects Management","Select","Working Professional","Closed by Horizzon","Low in Relevance","Other Leads","Other Metro Cities","02.Medium","02.Medium",15,13,"Email Opened",93,1
591094,"Landing Page Submission","Direct Traffic","No","No",0,2,96,2,"SMS Sent","India","International Business","Select","Unemployed","Ringing","Might be","Select","Other Cities","02.Medium","02.Medium",14,16,"SMS Sent",34,0
591076,"Landing Page Submission","Direct Traffic","Yes","No",0,6,352,6,"SMS Sent","India","Finance Management","Select","Unemployed","Ringing","Not Sure","Select","Mumbai","02.Medium","01.High",15,18,"SMS Sent",12,0
591072,"Landing Page Submission","Direct Traffic","No","No",0,2,71,2,"Email Opened","India","Marketing Management","Select","Unemployed","Already a student","Not Sure","Other Leads","Mumbai","02.Medium","01.High",13,18,"Email Opened",18,0
591071,"Landing Page Submission","Direct Traffic","No","No",1,3,1022,3,"SMS Sent","India","Retail Management","Select","Student","Will revert after reading the email","Might be","Select","Other Cities","02.Medium","02.Medium",14,16,"SMS Sent",82,1
591065,"Landing Page Submission","Direct Traffic","No","No",0,1,118,1,"Converted to Lead","India","IT Projects Management","Select","Unemployed","Already a student","Worst","Student of SomeSchool","Mumbai","01.High","02.Medium",16,15,"Modified",0,0
591037,"Landing Page Submission","Direct Traffic","No","No",0,10,122,10,"Page Visited on Website","India","Hospitality Management","Student of SomeSchool","Unemployed","Already a student","Worst","Select","Mumbai","01.High","02.Medium",16,15,"Modified",3,0
591029,"Landing Page Submission","Organic Search","No","No",1,4,5,4,"SMS Sent","India","E-COMMERCE","Other","Unemployed","Will revert after reading the email","Not Sure","Select","Mumbai","02.Medium","02.Medium",15,15,"SMS Sent",78,1
591013,"Landing Page Submission","Direct Traffic","No","No",0,3,1760,3,"SMS Sent","India","Marketing Management","Select","Unemployed","Ringing","Not Sure","Select","Mumbai","03.Low","01.High",12,18,"SMS Sent",26,0
590977,"API","Google","No","No",0,1,87,1,"Converted to Lead","India","E-COMMERCE","Select","Unemployed","Will revert after reading the email","Not Sure","Select","Select","01.High","02.Medium",16,15,"Modified",43,0
590969,"Landing Page Submission","Direct Traffic","No","No",0,2,343,2,"Email Opened","India","Finance Management","Select","Unemployed","Already a student","Worst","Student of SomeSchool","Mumbai","01.High","01.High",16,18,"Email Opened",5,0
590945,"Landing Page Submission","Direct Traffic","No","No",0,2,531,2,"Email Opened","India","Business Administration","Select","Unemployed","Ringing","Low in Relevance","Other Leads","Tier II Cities","02.Medium","01.High",14,17,"Modified",11,0
590935,"Landing Page Submission","Direct Traffic","No","No",0,2,1336,2,"Email Opened","India","Marketing Management","Select","Unemployed","Already a student","High in Relevance","Select","Mumbai","02.Medium","01.High",15,18,"Email Opened",26,0
590918,"API","Google","No","No",0,2,275,2,"SMS Sent","India","Operations Management","Select","Unemployed","Lost to EINS","Low in Relevance","Select","Select","02.Medium","02.Medium",14,15,"SMS Sent",100,1
590917,"Landing Page Submission","Direct Traffic","No","No",0,5,311,2.5,"SMS Sent","India","Human Resource Management","Select","Unemployed","Ringing","Not Sure","Select","Thane & Outskirts","02.Medium","01.High",15,17,"SMS Sent",26,0
590900,"API","Organic Search","No","No",1,4,1692,4,"SMS Sent","India","Media and Advertising","Select","Unemployed","Will revert after reading the email","Might be","Select","Select","02.Medium","02.Medium",15,14,"SMS Sent",86,1
590880,"Landing Page Submission","Direct Traffic","No","No",1,14,1248,14,"Email Opened","India","Marketing Management","Online Search","Unemployed","Not doing further education","Worst","Other Leads","Other Metro Cities","01.High","02.Medium",16,16,"Email Opened",13,0
590849,"API","Google","No","No",1,2,68,2,"SMS Sent","India","Select","Select","Unemployed","Will revert after reading the email","Not Sure","Select","Select","02.Medium","02.Medium",14,15,"SMS Sent",78,1
590847,"API","Organic Search","Yes","No",0,5,1001,5,"Email Bounced","India","Select","Select","Unemployed","Already a student","Worst","Student of SomeSchool","Select","02.Medium","02.Medium",14,14,"Modified",0,0
590845,"Landing Page Submission","Direct Traffic","No","No",1,3,1306,3,"SMS Sent","India","E-Business","Select","Unemployed","Interested in other courses","Might be","Select","Mumbai","02.Medium","01.High",15,18,"SMS Sent",42,0
590832,"Landing Page Submission","Direct Traffic","No","No",1,2,181,2,"SMS Sent","India","International Business","Select","Unemployed","Will revert after reading the email","Not Sure","Potential Lead","Thane & Outskirts","02.Medium","01.High",13,19,"SMS Sent",86,1
590830,"Landing Page Submission","Direct Traffic","No","No",1,2,883,2,"SMS Sent","India","International Business","Select","Working Professional","Will revert after reading the email","Might be","Potential Lead","Thane & Outskirts","02.Medium","01.High",15,19,"SMS Sent",100,1
590804,"Landing Page Submission","Direct Traffic","Yes","No",0,2,147,2,"SMS Sent","India","Business Administration","Select","Unemployed","number not provided","Not Sure","Select","Mumbai","02.Medium","01.High",13,18,"SMS Sent",9,0
590794,"Landing Page Submission","Direct Traffic","No","No",0,3,1715,3,"Email Opened","India","E-COMMERCE","Online Search","Unemployed","Already a student","Not Sure","Select","Mumbai","02.Medium","02.Medium",14,15,"Email Opened",13,0
590782,"Landing Page Submission","Organic Search","No","No",1,8,1745,8,"SMS Sent","India","Banking, Investment And Insurance","Select","Unemployed","Will revert after reading the email","High in Relevance","Potential Lead","Mumbai","02.Medium","01.High",15,20,"SMS Sent",100,1
590780,"Landing Page Submission","Direct Traffic","No","No",1,3,784,3,"SMS Sent","India","Marketing Management","Select","Unemployed","Busy","Not Sure","Select","Mumbai","02.Medium","01.High",14,18,"SMS Sent",63,1
590775,"Landing Page Submission","Direct Traffic","No","No",0,2,162,2,"SMS Sent","India","Marketing Management","Select","Working Professional","Already a student","Might be","Select","Mumbai","02.Medium","01.High",14,18,"Modified",23,0
590747,"Landing Page Submission","Google","No","No",0,4,347,4,"Email Opened","India","Media and Advertising","Social Media","Unemployed","Ringing","Low in Relevance","Select","Mumbai","02.Medium","01.High",13,17,"Email Opened",14,0
590733,"Landing Page Submission","Google","No","No",0,9,1140,4.5,"Page Visited on Website","India","Human Resource Management","Other","Unemployed","Ringing","Low in Relevance","Select","Thane & Outskirts","02.Medium","01.High",14,17,"Page Visited on Website",12,0
590729,"API","Google","No","No",0,4,15,4,"Email Opened","India","Select","Select","Unemployed","Graduation in progress","Not Sure","Select","Select","03.Low","02.Medium",10,15,"Modified",1,0
590717,"API","Organic Search","No","No",0,7,384,3.5,"Email Opened","India","Select","Select","Unemployed","Interested in other courses","Not Sure","Select","Select","02.Medium","02.Medium",13,15,"Email Opened",7,0
590716,"Landing Page Submission","Google","No","No",1,7,1022,2.33,"SMS Sent","India","Finance Management","Select","Unemployed","Will revert after reading the email","High in Relevance","Select","Mumbai","01.High","01.High",16,18,"SMS Sent",92,1
590711,"Landing Page Submission","Direct Traffic","No","No",1,4,1503,2,"SMS Sent","India","Healthcare Management","Student of SomeSchool","Student","Will revert after reading the email","Might be","Select","Mumbai","02.Medium","02.Medium",14,15,"SMS Sent",82,1
590705,"Landing Page Submission","Google","No","No",0,2,108,2,"SMS Sent","India","Finance Management","Multiple Sources","Working Professional","Will revert after reading the email","Not Sure","Select","Mumbai","02.Medium","01.High",13,18,"Modified",54,1
590700,"Landing Page Submission","Organic Search","No","No",0,4,152,4,"Converted to Lead","India","Banking, Investment And Insurance","Select","Unemployed","invalid number","Not Sure","Select","Thane & Outskirts","01.High","01.High",16,17,"Modified",0,0
590689,"Landing Page Submission","Organic Search","No","No",0,9,310,9,"Email Opened","India","Marketing Management","Select","Unemployed","Ringing","Not Sure","Select","Mumbai","02.Medium","01.High",14,18,"Email Opened",0,0
590682,"Landing Page Submission","Direct Traffic","No","No",0,4,258,4,"SMS Sent","India","Marketing Management","Select","Unemployed","Ringing","Might be","Select","Mumbai","02.Medium","01.High",13,18,"SMS Sent",34,0
590676,"API","Google","No","No",0,3,140,1,"Email Opened","India","IT Projects Management","Select","Unemployed","Interested in other courses","Not Sure","Select","Select","01.High","02.Medium",16,15,"Email Opened",7,0
590668,"Landing Page Submission","Google","No","No",1,5,1280,5,"SMS Sent","India","IT Projects Management","Select","Unemployed","Interested in other courses","Worst","Select","Mumbai","02.Medium","02.Medium",15,15,"SMS Sent",32,0
590626,"API","Google","No","No",0,6,320,3,"Email Opened","India","Select","Select","Unemployed","switched off","Might be","Select","Select","02.Medium","02.Medium",13,15,"Email Opened",9,0
590623,"Landing Page Submission","Organic Search","No","No",1,5,1023,5,"SMS Sent","India","Finance Management","Select","Working Professional","Will revert after reading the email","Might be","Select","Mumbai","02.Medium","01.High",14,18,"SMS Sent",96,1
590620,"Landing Page Submission","Google","No","No",0,20,1334,2,"Page Visited on Website","India","IT Projects Management","Select","Unemployed","Ringing","Not Sure","Select","Mumbai","03.Low","02.Medium",11,15,"Page Visited on Website",0,0
590608,"Landing Page Submission","Google","No","No",1,7,1118,3.5,"SMS Sent","India","IT Projects Management","Select","Unemployed","Closed by Horizzon","Not Sure","Select","Other Metro Cities","02.Medium","02.Medium",15,13,"SMS Sent",89,1
590607,"Landing Page Submission","Google","No","No",0,2,1379,2,"Email Opened","India","Banking, Investment And Insurance","Online Search","Unemployed","Ringing","Worst","Select","Mumbai","02.Medium","01.High",14,18,"Email Opened",0,0
590600,"Landing Page Submission","Organic Search","No","No",0,8,61,4,"Email Opened","India","Media and Advertising","Other","Unemployed","Will revert after reading the email","Low in Relevance","Select","Thane & Outskirts","02.Medium","02.Medium",14.0347631062518,16.5576114381833,"Email Opened",66,1
590595,"API","Organic Search","No","No",0,3,330,1.5,"Converted to Lead","India","Select","Select","Unemployed","Will revert after reading the email","Not Sure","Select","Select","03.Low","02.Medium",10,15,"Modified",43,0
590559,"API","Google","No","No",0,2,75,2,"Email Opened","India","Select","Select","Unemployed","Interested in other courses","Not Sure","Other Leads","Other Metro Cities","01.High","02.Medium",16,15,"Email Opened",12,0
590549,"API","Google","No","No",1,2,1019,1,"SMS Sent","India","IT Projects Management","Select","Unemployed","Will revert after reading the email","Low in Relevance","Select","Mumbai","01.High","02.Medium",16,13,"SMS Sent",93,1
590545,"Landing Page Submission","Direct Traffic","Yes","No",0,3,711,3,"SMS Sent","India","Services Excellence","Select","Unemployed","wrong number given","Not Sure","Select","Mumbai","02.Medium","02.Medium",13,15,"SMS Sent",13,0
590543,"Landing Page Submission","Direct Traffic","No","No",0,2,180,2,"Email Opened","India","Marketing Management","Select","Unemployed","Graduation in progress","Might be","Select","Other Cities of Maharashtra","01.High","01.High",16,17,"Email Opened",17,0
590527,"API","Google","No","No",1,2,1281,2,"SMS Sent","India","Healthcare Management","Select","Working Professional","Will revert after reading the email","Might be","Potential Lead","Select","02.Medium","02.Medium",15,13,"SMS Sent",100,1
590526,"Landing Page Submission","Google","No","No",0,4,1101,4,"SMS Sent","India","Hospitality Management","Online Search","Unemployed","Ringing","Might be","Select","Mumbai","02.Medium","02.Medium",13,15,"SMS Sent",34,0
590504,"API","Google","No","No",0,2,69,1,"Email Opened","India","Human Resource Management","Select","Unemployed","Ringing","Not Sure","Select","Thane & Outskirts","01.High","02.Medium",17,15,"Email Opened",0,0
590478,"Landing Page Submission","Direct Traffic","No","No",0,1,281,1,"Converted to Lead","India","Human Resource Management","Select","Unemployed","Already a student","Worst","Student of SomeSchool","Other Cities of Maharashtra","01.High","01.High",16,17,"Modified",0,0
590474,"Landing Page Submission","Google","No","No",0,7,170,2.33,"Page Visited on Website","India","Banking, Investment And Insurance","Word Of Mouth","Unemployed","Ringing","Might be","Potential Lead","Mumbai","02.Medium","01.High",15,18,"Page Visited on Website",13,0
590469,"Landing Page Submission","Organic Search","No","No",1,7,467,7,"Email Opened","India","Healthcare Management","Select","Unemployed","Will revert after reading the email","High in Relevance","Potential Lead","Other Cities","02.Medium","02.Medium",15,15,"Email Opened",73,1
590421,"Landing Page Submission","Direct Traffic","No","No",0,5,1450,5,"Email Opened","India","Marketing Management","Select","Unemployed","Ringing","Not Sure","Select","Thane & Outskirts","02.Medium","01.High",13,17,"Email Opened",0,0
590417,"API","Organic Search","No","No",0,6,178,3,"Email Opened","India","Select","Select","Unemployed","opp hangup","Worst","Other Leads","Select","02.Medium","02.Medium",13,14,"Email Opened",8,0
590404,"Landing Page Submission","Direct Traffic","Yes","No",0,12,1543,4,"Page Visited on Website","India","Travel and Tourism","Select","Unemployed","switched off","Not Sure","Select","Mumbai","02.Medium","02.Medium",13,16,"Page Visited on Website",0,0
590389,"Landing Page Submission","Organic Search","No","No",0,25,188,4.17,"SMS Sent","India","Banking, Investment And Insurance","Select","Unemployed","Will revert after reading the email","Might be","Potential Lead","Mumbai","02.Medium","01.High",14,18,"SMS Sent",94,1
590388,"Landing Page Submission","Organic Search","No","No",1,4,300,2,"SMS Sent","India","Media and Advertising","Select","Working Professional","Will revert after reading the email","Might be","Potential Lead","Other Cities","02.Medium","01.High",13,17,"SMS Sent",100,1
590371,"Landing Page Submission","Google","No","No",0,3,477,3,"Page Visited on Website","India","Human Resource Management","Online Search","Unemployed","Interested in other courses","Not Sure","Select","Mumbai","02.Medium","01.High",15,18,"Modified",0,0
590360,"API","Organic Search","No","No",1,5,1268,5,"Email Opened","India","Select","Multiple Sources","Unemployed","Lost to EINS","Might be","Select","Mumbai","02.Medium","02.Medium",14,15,"Modified",69,1
590359,"Landing Page Submission","Direct Traffic","No","No",1,6,745,1.5,"Email Opened","India","Business Administration","Select","Working Professional","Closed by Horizzon","High in Relevance","Potential Lead","Other Cities of Maharashtra","02.Medium","01.High",14,19,"Email Opened",94,1
590357,"Landing Page Submission","Organic Search","No","No",0,6,87,6,"Email Opened","India","Operations Management","Select","Unemployed","Ringing","Worst","Select","Other Cities of Maharashtra","02.Medium","01.High",14,17,"Email Opened",0,0
590347,"Landing Page Submission","Direct Traffic","No","No",0,4,105,4,"Email Opened","India","IT Projects Management","Select","Unemployed","Already a student","Might be","Select","Thane & Outskirts","02.Medium","02.Medium",15,14,"Modified",12,0
590341,"Landing Page Submission","Google","No","No",0,4,1455,4,"SMS Sent","India","Supply Chain Management","Social Media","Unemployed","Ringing","Not Sure","Select","Mumbai","02.Medium","01.High",13,18,"SMS Sent",26,0
590337,"Landing Page Submission","Direct Traffic","No","No",0,7,28,2.33,"Email Link Clicked","India","Operations Management","Select","Unemployed","Already a student","Might be","Select","Mumbai","01.High","01.High",16,18,"Email Link Clicked",16,0
590326,"API","Organic Search","No","No",0,1,127,1,"Converted to Lead","India","Select","Select","Unemployed","Interested in other courses","Might be","Select","Select","02.Medium","02.Medium",14,15,"Modified",7,0
590318,"API","Google","No","No",0,3,247,3,"SMS Sent","India","Select","Select","Unemployed","Ringing","Might be","Select","Select","02.Medium","02.Medium",14,15,"Modified",0,0
590313,"Landing Page Submission","Direct Traffic","No","No",1,7,438,2.33,"SMS Sent","India","Supply Chain Management","Select","Unemployed","Busy","Not Sure","Select","Mumbai","02.Medium","01.High",15,18,"SMS Sent",63,1
590308,"Landing Page Submission","Direct Traffic","No","No",0,3,289,3,"SMS Sent","India","Rural and Agribusiness","Select","Student","switched off","Not Sure","Select","Mumbai","03.Low","01.High",12,18,"Modified",0,0
590304,"Landing Page Submission","Direct Traffic","No","No",0,3,363,3,"Page Visited on Website","India","Human Resource Management","Online Search","Unemployed","switched off","Not Sure","Select","Mumbai","02.Medium","01.High",13,17,"Modified",0,0
590298,"Landing Page Submission","Direct Traffic","No","No",1,2,1522,2,"Email Opened","India","Media and Advertising","Select","Unemployed","Lost to EINS","Not Sure","Select","Mumbai","02.Medium","01.High",14,17,"Modified",61,1
590295,"Landing Page Submission","Direct Traffic","No","No",0,3,317,3,"Email Opened","India","Operations Management","Select","Unemployed","switched off","Low in Relevance","Select","Other Cities of Maharashtra","02.Medium","01.High",13,17,"Email Opened",16,0
590281,"API","Google","No","No",1,5,59,5,"Unreachable","India","Supply Chain Management","Word Of Mouth","Working Professional","Will revert after reading the email","Might be","Select","Thane & Outskirts","01.High","02.Medium",16,15,"Unreachable",81,1
590263,"Landing Page Submission","Google","No","No",1,13,846,1.63,"Page Visited on Website","India","Operations Management","Student of SomeSchool","Unemployed","Closed by Horizzon","Might be","Potential Lead","Mumbai","02.Medium","01.High",14,18,"Page Visited on Website",76,1
590261,"API","Google","No","No",0,3,252,3,"Form Submitted on Website","India","Finance Management","Student of SomeSchool","Unemployed","Interested in other courses","Not Sure","Potential Lead","Mumbai","03.Low","02.Medium",10,15,"Modified",7,0
590250,"Landing Page Submission","Google","No","No",1,7,1148,7,"Email Opened","India","Healthcare Management","Advertisements","Unemployed","Will revert after reading the email","Might be","Select","Mumbai","02.Medium","02.Medium",14,15,"Email Opened",60,1
590247,"Landing Page Submission","Organic Search","Yes","No",0,4,561,4,"Email Bounced","India","Marketing Management","Select","Unemployed","Ringing","High in Relevance","Other Leads","Mumbai","02.Medium","01.High",15,18,"Modified",0,0
590239,"Landing Page Submission","Google","No","No",0,2,57,2,"Page Visited on Website","India","Finance Management","Word Of Mouth","Unemployed","Interested  in full time MBA","Worst","Other Leads","Mumbai","02.Medium","01.High",14,18,"Modified",3,0
590238,"Landing Page Submission","Google","No","No",1,4,635,2,"Email Opened","India","Operations Management","Word Of Mouth","Unemployed","Will revert after reading the email","High in Relevance","Potential Lead","Thane & Outskirts","02.Medium","01.High",15,19,"Email Opened",73,1
590222,"Landing Page Submission","Google","No","No",1,5,252,5,"Unreachable","India","Supply Chain Management","Word Of Mouth","Unemployed","Will revert after reading the email","Not Sure","Select","Mumbai","01.High","01.High",16,18,"Unreachable",62,1
590200,"Landing Page Submission","Google","No","No",1,8,931,1.6,"Page Visited on Website","India","Business Administration","Student of SomeSchool","Unemployed","Closed by Horizzon","Might be","Other Leads","Thane & Outskirts","02.Medium","01.High",15,17,"Page Visited on Website",73,1
590182,"Landing Page Submission","Google","No","No",0,10,407,2.5,"Email Opened","India","Finance Management","Word Of Mouth","Working Professional","Already a student","Not Sure","Select","Mumbai","01.High","01.High",17,18,"Email Opened",23,0
590171,"Landing Page Submission","Google","No","No",0,2,305,2,"Converted to Lead","India","Marketing Management","Student of SomeSchool","Unemployed","Interested  in full time MBA","Worst","Other Leads","Mumbai","02.Medium","01.High",14,18,"Modified",3,0
590168,"API","Google","No","No",0,2,312,2,"Olark Chat Conversation","India","Supply Chain Management","Select","Unemployed","Interested in other courses","Not Sure","Select","Select","02.Medium","02.Medium",14,15,"Modified",0,0
590167,"Landing Page Submission","Organic Search","No","No",1,13,86,6.5,"Email Opened","India","Operations Management","Select","Unemployed","Will revert after reading the email","Not Sure","Select","Other Metro Cities","01.High","02.Medium",16,16,"Email Opened",52,1
590156,"Landing Page Submission","Organic Search","Yes","No",0,7,80,7,"Email Bounced","India","Business Administration","Select","Unemployed","wrong number given","Not Sure","Select","Mumbai","02.Medium","01.High",13,18,"Modified",0,0
590154,"Landing Page Submission","Direct Traffic","No","No",0,3,360,3,"Page Visited on Website","India","Finance Management","Select","Unemployed","Already a student","Low in Relevance","Select","Mumbai","02.Medium","01.High",14,18,"Page Visited on Website",25,0
590153,"Landing Page Submission","Direct Traffic","No","No",0,4,236,4,"Email Opened","India","Human Resource Management","Select","Unemployed","Graduation in progress","Might be","Select","Mumbai","03.Low","01.High",10,18,"Email Opened",17,0
590140,"API","Organic Search","No","No",1,3,1532,3,"Email Opened","India","Select","Select","Unemployed","Closed by Horizzon","High in Relevance","Select","Select","02.Medium","02.Medium",14,15,"Modified",68,1
590134,"API","Google","No","No",1,2,160,2,"SMS Sent","India","Hospitality Management","Online Search","Unemployed","Will revert after reading the email","Low in Relevance","Select","Mumbai","02.Medium","02.Medium",15,15,"Modified",58,1
590119,"Landing Page Submission","Organic Search","Yes","No",0,2,71,2,"Email Bounced","India","Finance Management","Select","Unemployed","Will revert after reading the email","Not Sure","Student of SomeSchool","Other Metro Cities","02.Medium","02.Medium",14,16,"Email Bounced",37,0
590115,"Landing Page Submission","Google","Yes","No",0,3,1158,3,"Email Bounced","India","Operations Management","Online Search","Unemployed","Already a student","Worst","Potential Lead","Thane & Outskirts","03.Low","01.High",12,17,"Modified",0,0
590108,"Landing Page Submission","Direct Traffic","Yes","No",0,1,311,1,"Email Bounced","India","Finance Management","Select","Unemployed","Not doing further education","Not Sure","Select","Thane & Outskirts","02.Medium","01.High",15,17,"Modified",0,0
590107,"Landing Page Submission","Google","No","No",1,6,1639,3,"SMS Sent","India","Marketing Management","Online Search","Unemployed","Will revert after reading the email","High in Relevance","Select","Mumbai","01.High","01.High",16,18,"SMS Sent",92,1
590099,"Landing Page Submission","Direct Traffic","No","No",0,1,418,1,"Converted to Lead","India","Supply Chain Management","Select","Unemployed","Diploma holder (Not Eligible)","Worst","Select","Mumbai","03.Low","01.High",11,18,"Modified",0,0
590082,"API","Google","No","No",1,2,157,1,"Email Opened","India","Supply Chain Management","Select","Working Professional","switched off","Not Sure","Potential Lead","Thane & Outskirts","02.Medium","02.Medium",15,15,"Email Opened",19,0
590078,"Landing Page Submission","Direct Traffic","No","No",1,14,1135,2.33,"Page Visited on Website","India","Marketing Management","Online Search","Unemployed","Closed by Horizzon","Might be","Select","Other Cities of Maharashtra","02.Medium","01.High",15,17,"Modified",62,1
590066,"API","Google","No","No",1,2,14,1,"SMS Sent","India","Finance Management","Word Of Mouth","Unemployed","Ringing","Low in Relevance","Select","Mumbai","02.Medium","02.Medium",15,15,"Modified",6,0
590065,"Landing Page Submission","Google","Yes","No",0,5,228,5,"SMS Sent","India","Human Resource Management","Online Search","Unemployed","Ringing","Low in Relevance","Select","Thane & Outskirts","03.Low","01.High",12,17,"SMS Sent",27,0
590059,"Landing Page Submission","Direct Traffic","No","No",0,3,263,3,"SMS Sent","India","Business Administration","Select","Unemployed","Not doing further education","Not Sure","Select","Mumbai","02.Medium","01.High",14,18,"SMS Sent",36,0
590049,"Landing Page Submission","Direct Traffic","No","No",0,2,243,2,"Email Opened","India","Operations Management","Multiple Sources","Unemployed","Interested in other courses","Might be","Other Leads","Mumbai","02.Medium","01.High",15,18,"Email Opened",20,0
590004,"API","Organic Search","No","No",0,1,50,1,"Converted to Lead","India","Select","Select","Unemployed","Already a student","Worst","Student of SomeSchool","Select","01.High","02.Medium",16,14,"Modified",0,0
589996,"Landing Page Submission","Direct Traffic","No","No",0,2,994,2,"Email Opened","India","Human Resource Management","Select","Unemployed","Already a student","Worst","Select","Other Cities","01.High","02.Medium",16,16,"Email Opened",11,0
589992,"Landing Page Submission","Direct Traffic","No","No",0,6,437,3,"Email Opened","India","Banking, Investment And Insurance","Online Search","Unemployed","Will revert after reading the email","Might be","Select","Mumbai","02.Medium","01.High",14,18,"Email Opened",60,1
589955,"Landing Page Submission","Direct Traffic","No","No",0,2,339,2,"SMS Sent","India","International Business","Select","Unemployed","opp hangup","Not Sure","Select","Other Cities","02.Medium","02.Medium",14,16,"SMS Sent",32,0
589941,"Landing Page Submission","Direct Traffic","No","No",0,2,68,2,"Converted to Lead","India","Business Administration","Other","Unemployed","switched off","Not Sure","Select","Tier II Cities","02.Medium","01.High",14,17,"Modified",0,0
589932,"API","Direct Traffic","No","No",0,2,25,2,"SMS Sent","India","Select","Select","Unemployed","Ringing","Worst","Select","Select","02.Medium","02.Medium",14,15,"SMS Sent",24,0
589885,"Landing Page Submission","Direct Traffic","No","No",0,2,949,2,"SMS Sent","India","Human Resource Management","Select","Unemployed","Ringing","Not Sure","Select","Tier II Cities","02.Medium","01.High",13,17,"SMS Sent",26,0
589874,"Landing Page Submission","Direct Traffic","No","No",1,2,725,2,"Email Opened","India","IT Projects Management","Select","Unemployed","Lost to EINS","Might be","Select","Mumbai","02.Medium","02.Medium",14,15,"Email Opened",77,1
589866,"Landing Page Submission","Google","No","No",0,3,260,3,"Form Submitted on Website","India","Business Administration","Online Search","Unemployed","Diploma holder (Not Eligible)","Might be","Select","Thane & Outskirts","03.Low","01.High",9,17,"Modified",9,0
589858,"Landing Page Submission","Direct Traffic","No","No",1,4,966,4,"SMS Sent","India","Banking, Investment And Insurance","Select","Working Professional","Will revert after reading the email","Might be","Potential Lead","Other Metro Cities","02.Medium","01.High",14,18,"SMS Sent",100,1
